student_id,login_frequency_per_week,attendance_percentage,assignment_delay_days,study_hours_per_day,sentiment_score,sleep_hours_per_day,stress_level,activity_trend,social_interaction_score,extracurricular_participation,activity_irregularity_score,engagement_score,burnout_velocity,burnout_risk_score,burnout_risk_level,dropout_probability,behavioural_triggers,recommended_intervention
1885,0,60,3,1.6,-0.61,6.5,9,Improving,0,1,0.31,2.12,0.178,57.53,Medium,0.65,"Low LMS activity, Negative sentiment, High stress",Monitor and provide academic support
1886,4,42,1,2.0,0.88,10.7,5,Stable,1,0,0.98,3.06,0.399,40.67,Medium,0.31,Low attendance,Monitor and provide academic support
1887,3,98,4,5.1,0.62,6.1,2,Declining,8,0,0.29,6.46,0.079,27.21,Low,0.23,Normal behaviour,No immediate action required
1888,4,61,4,4.3,-0.12,6.1,6,Improving,6,3,0.01,5.09,0.004,38.74,Low,0.41,Normal behaviour,No immediate action required
1889,7,65,1,2.3,-0.27,3.6,8,Stable,7,3,0.07,5.91,0.023,33.54,Low,0.37,High stress,No immediate action required
1890,6,60,10,4.1,0.64,4.8,5,Stable,3,3,0.46,5.02,0.192,41.72,Medium,0.37,Frequent assignment delays,Monitor and provide academic support
1891,5,90,12,5.5,-1.12,6.8,6,Declining,0,3,0.92,5.3,0.478,51.99,Medium,0.58,"Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1892,7,46,2,0.9,0.74,5.0,3,Stable,9,0,0.8,5.46,0.277,34.64,Low,0.43,Low attendance,No immediate action required
1893,6,86,0,0.5,0.07,2.3,4,Stable,7,4,0.17,5.88,0.046,27.11,Low,0.34,Normal behaviour,No immediate action required
1894,5,44,0,3.2,0.28,6.4,5,Stable,1,3,0.55,3.66,0.217,39.53,Low,0.49,Low attendance,No immediate action required
1895,6,46,13,3.8,-0.4,5.8,2,Stable,0,4,0.19,3.94,0.089,47.1,Medium,0.46,"Low attendance, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1896,7,73,0,1.7,-0.03,4.0,7,Declining,5,4,0.36,5.63,0.113,31.52,Low,0.31,Normal behaviour,No immediate action required
1897,3,67,1,5.9,-0.09,7.4,3,Stable,0,2,0.6,4.09,0.235,39.13,Low,0.43,Normal behaviour,No immediate action required
1898,0,78,2,0.9,-0.34,5.1,2,Improving,4,1,0.47,3.32,0.218,46.38,Medium,0.55,"Low LMS activity, Negative sentiment",Monitor and provide academic support
1899,6,40,2,2.4,0.22,6.2,5,Declining,9,3,0.5,5.28,0.193,38.56,Low,0.43,Low attendance,No immediate action required
1900,4,97,14,5.1,-0.76,7.2,1,Stable,3,0,0.82,5.73,0.378,46.1,Medium,0.44,"Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1901,2,94,1,1.6,-0.53,8.5,2,Improving,9,2,0.22,5.54,0.068,30.72,Low,0.26,"Low LMS activity, Negative sentiment",No immediate action required
1902,5,42,8,0.6,-0.13,4.8,8,Stable,3,4,0.51,3.48,0.277,54.36,Medium,0.47,"Low attendance, Frequent assignment delays, High stress",Monitor and provide academic support
1903,7,57,0,4.4,0.74,6.7,6,Improving,8,4,0.83,6.29,0.259,31.21,Low,0.22,Low attendance,No immediate action required
1904,3,97,6,4.6,-0.52,7.7,7,Improving,0,1,0.86,4.73,0.395,45.94,Medium,0.5,Negative sentiment,Monitor and provide academic support
1905,5,65,8,5.6,-0.82,5.6,3,Stable,4,2,0.56,5.37,0.258,46.02,Medium,0.52,"Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1906,7,61,0,0.8,-0.54,6.0,5,Stable,1,2,0.91,4.29,0.358,39.31,Low,0.35,Negative sentiment,No immediate action required
1907,4,42,5,0.6,-0.19,6.4,8,Improving,7,1,0.09,3.98,0.043,47.5,Medium,0.48,"Low attendance, High stress",Monitor and provide academic support
1908,1,60,6,4.8,1.22,7.8,5,Stable,0,3,0.25,3.06,0.106,42.4,Medium,0.37,Low LMS activity,Monitor and provide academic support
1909,4,63,9,2.6,-0.07,6.9,9,Stable,2,0,0.6,4.01,0.314,52.27,Medium,0.45,"Frequent assignment delays, High stress",Monitor and provide academic support
1910,1,84,11,1.7,0.48,7.6,3,Stable,2,4,0.65,3.56,0.312,48.0,Medium,0.46,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1911,3,95,1,5.7,0.01,5.3,2,Stable,0,3,0.31,4.89,0.094,30.43,Low,0.37,Normal behaviour,No immediate action required
1912,4,42,9,3.0,-0.76,5.7,1,Declining,0,2,0.44,3.06,0.231,52.47,Medium,0.5,"Low attendance, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1913,1,53,4,1.6,0.03,7.9,3,Stable,7,0,0.2,3.61,0.089,44.6,Medium,0.45,"Low attendance, Low LMS activity",Monitor and provide academic support
1914,7,50,10,2.4,-1.03,5.5,2,Stable,0,1,0.48,4.08,0.227,47.37,Medium,0.47,"Low attendance, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1915,4,90,3,0.9,0.61,7.3,2,Declining,7,4,0.97,5.48,0.313,32.3,Low,0.39,Normal behaviour,No immediate action required
1916,0,65,5,1.2,-0.85,6.0,5,Declining,1,2,0.02,2.39,0.011,53.06,Medium,0.49,"Low LMS activity, Negative sentiment",Monitor and provide academic support
1917,5,47,5,0.7,0.22,7.8,6,Stable,8,3,0.35,4.65,0.143,40.84,Medium,0.33,Low attendance,Monitor and provide academic support
1918,2,97,11,3.7,0.27,6.8,7,Declining,6,0,0.73,5.45,0.35,48.01,Medium,0.45,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1919,7,94,5,4.7,-0.09,3.9,1,Stable,8,4,0.42,7.46,0.107,25.49,Low,0.31,Normal behaviour,No immediate action required
1920,6,57,7,1.9,-0.04,5.8,4,Stable,8,1,0.43,5.49,0.172,39.95,Low,0.31,Low attendance,No immediate action required
1921,1,59,8,1.0,0.01,4.3,1,Improving,3,4,0.58,2.87,0.311,53.64,Medium,0.44,"Low attendance, Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1922,0,69,3,3.7,0.11,7.4,3,Declining,8,3,0.47,4.41,0.209,44.54,Medium,0.41,Low LMS activity,Monitor and provide academic support
1923,0,49,2,4.6,-0.5,6.6,2,Stable,9,4,0.7,4.19,0.37,52.91,Medium,0.55,"Low attendance, Low LMS activity, Negative sentiment",Monitor and provide academic support
1924,2,65,3,2.0,0.66,7.8,5,Stable,2,4,0.79,3.35,0.349,44.16,Medium,0.44,Low LMS activity,Monitor and provide academic support
1925,3,96,0,4.1,0.45,6.2,1,Stable,5,4,0.05,5.6,0.011,21.82,Low,0.15,Normal behaviour,No immediate action required
1926,7,94,8,4.5,0.17,6.9,4,Declining,0,4,0.85,5.82,0.282,33.13,Low,0.3,Frequent assignment delays,No immediate action required
1927,2,96,1,0.7,0.03,7.9,7,Declining,5,4,0.08,4.62,0.026,32.64,Low,0.34,Low LMS activity,No immediate action required
1928,4,94,5,2.7,0.45,3.5,6,Declining,6,0,0.64,5.76,0.247,38.52,Low,0.35,Normal behaviour,No immediate action required
1929,6,52,12,1.5,0.07,3.7,3,Stable,5,1,0.26,4.66,0.119,45.63,Medium,0.46,"Low attendance, Frequent assignment delays",Monitor and provide academic support
1930,3,97,10,4.5,-1.05,8.7,2,Stable,5,4,0.22,5.71,0.086,39.21,Low,0.43,"Frequent assignment delays, Negative sentiment",No immediate action required
1931,4,65,14,4.9,-0.29,5.2,8,Declining,1,3,0.1,4.33,0.053,53.35,Medium,0.58,"Frequent assignment delays, High stress",Monitor and provide academic support
1932,0,65,11,5.2,-0.27,8.8,3,Stable,9,0,0.34,4.79,0.177,52.16,Medium,0.61,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1933,0,93,3,1.4,-0.5,9.8,2,Stable,0,3,0.03,3.07,0.011,36.33,Low,0.35,"Low LMS activity, Negative sentiment",No immediate action required
1934,7,52,4,0.6,1.12,7.0,3,Stable,1,0,0.84,3.98,0.281,33.42,Low,0.41,Low attendance,No immediate action required
1935,3,72,0,5.9,0.65,5.7,9,Stable,6,4,0.68,5.44,0.276,40.58,Medium,0.35,High stress,Monitor and provide academic support
1936,7,95,7,4.1,-0.5,5.2,5,Improving,1,3,0.47,5.97,0.16,34.03,Low,0.35,Negative sentiment,No immediate action required
1937,5,65,2,2.6,-0.34,5.7,4,Stable,9,4,0.8,5.77,0.324,40.52,Medium,0.46,Negative sentiment,Monitor and provide academic support
1938,2,84,1,3.6,1.43,5.1,6,Stable,4,4,0.6,4.64,0.21,35.02,Low,0.29,Low LMS activity,No immediate action required
1939,5,44,1,0.9,-0.04,5.5,4,Stable,1,4,0.39,3.2,0.159,40.89,Medium,0.43,Low attendance,Monitor and provide academic support
1940,2,43,7,3.8,0.29,6.1,3,Stable,2,0,0.58,3.05,0.303,52.31,Medium,0.61,"Low attendance, Low LMS activity",Monitor and provide academic support
1941,6,68,5,1.2,-0.07,7.4,8,Stable,3,1,0.18,4.68,0.066,36.61,Low,0.39,High stress,No immediate action required
1942,2,58,14,2.2,-0.08,7.3,4,Declining,5,3,0.6,3.78,0.345,57.43,Medium,0.57,"Low attendance, Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1943,1,50,14,0.6,-0.14,5.8,8,Declining,7,1,0.03,3.32,0.019,61.74,Medium,0.66,"Low attendance, Low LMS activity, Frequent assignment delays, High stress",Monitor and provide academic support
1944,4,62,11,4.1,0.15,7.6,3,Declining,0,3,0.56,3.88,0.26,46.4,Medium,0.38,Frequent assignment delays,Monitor and provide academic support
1945,4,56,11,0.6,0.45,4.3,8,Stable,6,3,0.64,4.2,0.351,54.88,Medium,0.63,"Low attendance, Frequent assignment delays, High stress",Monitor and provide academic support
1946,4,59,2,5.5,0.35,2.8,2,Stable,5,1,0.91,5.07,0.392,43.11,Medium,0.44,Low attendance,Monitor and provide academic support
1947,1,99,6,3.7,-0.27,5.9,6,Declining,3,1,0.9,4.61,0.449,49.9,Medium,0.56,Low LMS activity,Monitor and provide academic support
1948,4,76,9,4.0,-0.43,5.5,7,Improving,0,1,0.59,4.28,0.298,50.5,Medium,0.52,"Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1949,6,63,14,4.7,-0.14,6.4,1,Stable,2,0,0.65,5.03,0.295,45.31,Medium,0.42,Frequent assignment delays,Monitor and provide academic support
1950,7,99,11,5.2,-0.2,8.2,1,Stable,3,0,0.53,6.71,0.152,28.59,Low,0.31,Frequent assignment delays,No immediate action required
1951,7,52,6,2.4,-0.49,7.6,4,Stable,2,2,0.63,4.54,0.26,41.21,Medium,0.4,"Low attendance, Negative sentiment",Monitor and provide academic support
1952,4,58,13,4.4,-0.46,6.5,7,Stable,5,2,0.09,4.82,0.047,51.71,Medium,0.57,"Low attendance, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1953,2,41,0,4.3,-0.44,9.4,2,Stable,8,3,0.12,4.29,0.047,39.22,Low,0.39,"Low attendance, Low LMS activity, Negative sentiment",No immediate action required
1954,0,69,7,4.1,0.83,9.6,6,Declining,4,3,0.37,3.69,0.168,45.46,Medium,0.37,Low LMS activity,Monitor and provide academic support
1955,7,99,1,3.4,-0.16,8.0,2,Improving,4,3,0.49,6.55,0.095,19.35,Low,0.2,Normal behaviour,No immediate action required
1956,7,99,5,1.8,1.06,8.0,3,Stable,7,0,0.42,6.83,0.073,17.27,Low,0.14,Normal behaviour,No immediate action required
1957,7,47,5,3.0,-1.29,5.3,3,Improving,1,1,0.47,4.31,0.212,45.14,Medium,0.44,"Low attendance, Negative sentiment",Monitor and provide academic support
1958,1,90,6,3.5,0.23,6.1,7,Stable,2,3,0.01,4.1,0.004,41.61,Medium,0.4,Low LMS activity,Monitor and provide academic support
1959,4,57,4,2.2,0.48,7.7,3,Stable,1,2,0.6,3.55,0.236,39.38,Low,0.34,Low attendance,No immediate action required
1960,2,81,4,5.8,0.43,8.5,8,Stable,3,0,0.33,4.79,0.13,39.37,Low,0.32,"Low LMS activity, High stress",No immediate action required
1961,1,69,12,5.9,0.01,9.4,4,Stable,1,1,0.73,3.75,0.395,54.16,Medium,0.63,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1962,4,47,5,4.0,1.01,6.0,2,Improving,3,3,0.38,4.01,0.144,37.77,Low,0.4,Low attendance,No immediate action required
1963,6,98,2,4.9,0.72,7.1,2,Stable,8,2,0.36,7.32,0.062,17.12,Low,0.13,Normal behaviour,No immediate action required
1964,6,83,10,2.2,0.22,5.7,9,Improving,1,4,0.25,4.93,0.101,40.31,Medium,0.31,"Frequent assignment delays, High stress",Monitor and provide academic support
1965,1,73,11,4.2,0.19,6.1,7,Improving,3,4,0.68,3.93,0.388,57.08,Medium,0.6,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1966,0,50,5,1.0,-0.08,5.8,3,Declining,4,0,0.92,2.5,0.546,59.3,Medium,0.59,"Low attendance, Low LMS activity",Monitor and provide academic support
1967,3,88,9,3.8,0.19,8.5,7,Declining,3,0,0.11,4.9,0.043,38.72,Low,0.31,Frequent assignment delays,No immediate action required
1968,4,45,6,5.8,-0.23,6.8,6,Declining,5,1,0.82,4.71,0.429,52.27,Medium,0.58,Low attendance,Monitor and provide academic support
1969,0,67,11,0.8,-0.1,6.8,6,Improving,8,1,0.05,3.77,0.027,54.03,Medium,0.44,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1970,4,65,11,5.9,0.05,6.2,8,Stable,4,0,0.19,5.13,0.091,47.75,Medium,0.49,"Frequent assignment delays, High stress",Monitor and provide academic support
1971,0,53,13,2.8,0.23,3.8,2,Declining,9,4,0.09,3.95,0.051,56.4,Medium,0.6,"Low attendance, Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1972,6,83,14,5.5,-0.36,4.1,9,Improving,9,3,0.91,7.19,0.484,53.15,Medium,0.52,"Frequent assignment delays, Negative sentiment, High stress",Monitor and provide academic support
1973,7,53,9,0.5,1.6,5.3,1,Stable,7,0,0.44,5.19,0.133,30.31,Low,0.22,"Low attendance, Frequent assignment delays",No immediate action required
1974,5,93,9,4.7,0.24,5.5,8,Improving,2,0,0.0,5.63,0.0,35.36,Low,0.33,"Frequent assignment delays, High stress",No immediate action required
1975,0,67,13,2.4,-0.13,6.8,1,Stable,2,2,0.49,2.89,0.277,56.46,Medium,0.5,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1976,4,43,9,4.9,-0.4,9.4,5,Improving,4,4,0.31,4.27,0.15,48.26,Medium,0.5,"Low attendance, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1977,6,44,6,3.5,0.32,9.6,4,Declining,2,0,0.4,4.22,0.148,36.92,Low,0.35,Low attendance,No immediate action required
1978,7,71,7,1.4,-0.38,5.8,1,Declining,1,3,0.59,4.71,0.213,36.09,Low,0.38,Negative sentiment,No immediate action required
1979,6,80,14,3.6,-0.46,5.6,2,Stable,6,3,0.56,6.12,0.243,43.32,Medium,0.37,"Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1980,5,74,3,4.6,-0.33,5.1,4,Declining,6,1,0.38,5.84,0.137,36.0,Low,0.32,Negative sentiment,No immediate action required
1981,2,84,8,4.2,-0.35,8.7,4,Stable,9,2,0.85,5.76,0.397,46.7,Medium,0.56,"Low LMS activity, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1982,7,69,10,1.9,0.28,6.7,9,Improving,6,2,0.83,5.75,0.371,44.65,Medium,0.53,"Frequent assignment delays, High stress",Monitor and provide academic support
1983,5,49,1,2.0,0.13,4.9,9,Stable,4,4,0.97,4.17,0.48,49.47,Medium,0.58,"Low attendance, High stress",Monitor and provide academic support
1984,5,42,6,5.7,-0.04,5.6,8,Stable,2,2,0.91,4.3,0.494,54.29,Medium,0.51,"Low attendance, High stress",Monitor and provide academic support
1985,2,66,3,4.5,-0.42,7.8,7,Stable,0,2,0.1,3.48,0.044,44.33,Medium,0.51,"Low LMS activity, Negative sentiment",Monitor and provide academic support
1986,3,81,12,2.3,-0.27,5.9,2,Stable,7,2,0.79,5.19,0.391,49.53,Medium,0.44,Frequent assignment delays,Monitor and provide academic support
1987,5,96,8,2.2,-0.16,8.6,9,Declining,4,0,0.56,5.62,0.22,39.27,Low,0.36,"Frequent assignment delays, High stress",No immediate action required
1988,0,54,6,2.3,0.31,3.7,6,Declining,9,3,0.53,3.88,0.304,57.37,Medium,0.61,"Low attendance, Low LMS activity",Monitor and provide academic support
1989,5,43,10,1.2,0.11,6.8,5,Declining,5,4,0.57,4.03,0.285,50.01,Medium,0.57,"Low attendance, Frequent assignment delays",Monitor and provide academic support
1990,1,91,12,3.8,-0.92,5.3,3,Declining,6,4,0.82,4.99,0.469,57.17,Medium,0.64,"Low LMS activity, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1991,7,91,0,4.7,-0.09,7.8,5,Declining,5,2,0.16,6.77,0.031,19.28,Low,0.18,Normal behaviour,No immediate action required
1992,3,58,13,1.2,-0.3,6.8,7,Improving,1,0,0.31,3.08,0.176,56.69,Medium,0.66,"Low attendance, Frequent assignment delays",Monitor and provide academic support
1993,3,79,2,1.5,0.02,7.6,9,Declining,8,4,0.93,5.17,0.42,45.2,Medium,0.47,High stress,Monitor and provide academic support
1994,1,65,13,3.0,-0.29,5.5,8,Declining,7,3,0.9,4.25,0.599,66.56,Medium,0.59,"Low LMS activity, Frequent assignment delays, High stress",Monitor and provide academic support
1995,3,70,0,2.6,-0.13,9.5,1,Stable,2,3,0.88,3.92,0.322,36.6,Low,0.36,Normal behaviour,No immediate action required
1996,3,90,4,2.8,0.31,5.9,6,Stable,3,3,0.09,4.76,0.031,34.26,Low,0.34,Normal behaviour,No immediate action required
1997,4,81,1,5.7,-0.62,4.7,2,Stable,5,4,0.89,5.77,0.354,39.76,Low,0.35,Negative sentiment,No immediate action required
1998,0,76,4,2.6,0.39,6.5,4,Declining,1,0,0.5,3.0,0.232,46.35,Medium,0.36,Low LMS activity,Monitor and provide academic support
1999,1,47,7,5.5,0.05,7.0,6,Stable,1,4,0.3,3.01,0.163,54.2,Medium,0.58,"Low attendance, Low LMS activity",Monitor and provide academic support
2000,3,67,8,2.9,0.41,7.7,1,Stable,0,0,0.95,3.49,0.432,45.43,Medium,0.4,Frequent assignment delays,Monitor and provide academic support
2001,1,61,8,3.1,0.17,6.5,2,Stable,9,0,0.57,4.55,0.282,49.46,Medium,0.47,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
2002,3,99,3,3.5,0.47,5.1,1,Declining,1,4,0.42,4.77,0.125,29.75,Low,0.33,Normal behaviour,No immediate action required
2003,1,95,5,4.4,-0.32,5.6,4,Stable,7,3,0.88,5.43,0.416,47.23,Medium,0.5,"Low LMS activity, Negative sentiment",Monitor and provide academic support
2004,6,79,6,3.8,-0.12,5.2,8,Improving,1,3,0.73,5.13,0.313,42.91,Medium,0.34,High stress,Monitor and provide academic support
2005,1,66,13,5.0,-0.09,6.4,5,Declining,1,2,0.66,3.48,0.395,59.83,Medium,0.52,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
2006,6,78,10,4.6,-0.36,4.6,9,Improving,1,1,0.23,5.26,0.103,44.78,Medium,0.45,"Frequent assignment delays, Negative sentiment, High stress",Monitor and provide academic support
2007,1,49,10,5.2,0.26,5.4,1,Improving,3,0,0.03,3.41,0.015,49.25,Medium,0.51,"Low attendance, Low LMS activity, Frequent assignment delays",Monitor and provide academic support
2008,6,82,1,2.5,0.32,5.5,4,Stable,4,4,0.17,5.56,0.042,24.78,Low,0.3,Normal behaviour,No immediate action required
2009,1,71,7,0.9,-0.19,7.1,5,Improving,5,1,0.61,3.61,0.317,52.0,Medium,0.53,Low LMS activity,Monitor and provide academic support
2010,4,55,0,4.6,-0.31,6.5,8,Declining,8,4,0.25,5.37,0.102,40.61,Medium,0.36,"Low attendance, Negative sentiment, High stress",Monitor and provide academic support
2011,0,40,4,2.4,1.25,5.8,9,Stable,4,4,0.0,2.48,0.0,50.47,Medium,0.58,"Low attendance, Low LMS activity, High stress",Monitor and provide academic support
2012,7,45,14,2.2,0.39,7.5,2,Stable,2,0,0.71,4.29,0.322,45.36,Medium,0.5,"Low attendance, Frequent assignment delays",Monitor and provide academic support
2013,1,97,13,1.8,-1.4,7.1,5,Declining,0,4,0.2,3.57,0.11,54.79,Medium,0.58,"Low LMS activity, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
2014,5,78,11,4.7,-0.13,5.4,6,Stable,9,1,0.06,6.58,0.024,39.96,Low,0.33,Frequent assignment delays,No immediate action required
2015,7,77,2,3.8,0.63,7.6,3,Stable,4,2,0.64,5.97,0.155,24.28,Low,0.17,Normal behaviour,No immediate action required
2016,4,47,3,4.2,-0.13,5.0,4,Improving,9,0,0.03,5.25,0.012,39.73,Low,0.48,Low attendance,No immediate action required
2017,0,77,4,5.8,0.03,7.3,9,Stable,5,4,0.77,4.47,0.411,53.38,Medium,0.44,"Low LMS activity, High stress",Monitor and provide academic support
2018,7,40,9,3.4,-0.45,6.7,7,Stable,1,1,0.98,4.18,0.531,54.17,Medium,0.58,"Low attendance, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
2019,4,80,13,3.9,-0.33,7.8,5,Declining,3,2,0.61,4.98,0.295,48.4,Medium,0.57,"Frequent assignment delays, Negative sentiment",Monitor and provide academic support
2020,0,51,8,4.2,0.64,6.1,2,Improving,7,1,0.07,3.77,0.033,47.43,Medium,0.5,"Low attendance, Low LMS activity, Frequent assignment delays",Monitor and provide academic support
2021,0,46,11,4.6,-0.44,7.7,3,Improving,3,4,0.37,2.9,0.222,60.1,Medium,0.52,"Low attendance, Low LMS activity, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
2022,3,77,3,3.3,-0.16,6.7,4,Stable,9,4,0.18,5.67,0.064,35.4,Low,0.39,Normal behaviour,No immediate action required
2023,2,93,7,3.9,-0.2,6.0,9,Declining,8,1,0.79,5.77,0.397,50.24,Medium,0.53,"Low LMS activity, High stress",Monitor and provide academic support
2024,5,43,4,1.4,0.29,6.8,7,Improving,7,0,0.89,4.47,0.426,47.87,Medium,0.55,Low attendance,Monitor and provide academic support
2025,3,83,1,0.8,0.11,5.5,2,Stable,1,3,0.48,3.75,0.168,34.97,Low,0.33,Normal behaviour,No immediate action required
2026,1,74,6,2.8,0.51,6.8,4,Stable,7,2,0.42,4.48,0.182,43.43,Medium,0.53,Low LMS activity,Monitor and provide academic support
2027,1,60,5,1.6,0.76,8.2,7,Stable,0,1,0.68,2.42,0.342,50.24,Medium,0.41,Low LMS activity,Monitor and provide academic support
2028,2,97,14,5.9,-0.64,5.3,9,Improving,8,2,0.95,6.29,0.574,60.42,Medium,0.69,"Low LMS activity, Frequent assignment delays, Negative sentiment, High stress",Monitor and provide academic support
2029,4,49,9,3.6,-0.22,7.8,3,Declining,1,2,0.89,3.59,0.465,52.24,Medium,0.46,"Low attendance, Frequent assignment delays",Monitor and provide academic support
2030,1,89,13,1.0,-0.35,7.1,1,Declining,2,0,0.67,3.57,0.347,51.84,Medium,0.57,"Low LMS activity, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
2031,7,97,13,5.4,0.58,4.9,4,Stable,8,4,0.88,7.69,0.316,35.91,Low,0.33,Frequent assignment delays,No immediate action required
2032,5,70,7,5.5,0.1,4.9,9,Stable,4,2,0.61,5.5,0.284,46.49,Medium,0.53,High stress,Monitor and provide academic support
2033,3,96,8,5.1,0.4,7.7,5,Stable,5,2,0.53,5.8,0.197,37.17,Low,0.3,Frequent assignment delays,No immediate action required
2034,1,58,14,1.7,-0.56,6.7,7,Declining,2,1,0.36,2.78,0.231,64.18,Medium,0.64,"Low attendance, Low LMS activity, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
2035,4,61,1,2.7,0.57,6.3,4,Improving,9,4,0.95,5.37,0.372,39.21,Low,0.43,Normal behaviour,No immediate action required
2036,6,43,3,0.9,-0.06,8.3,1,Declining,2,3,0.27,3.67,0.091,33.57,Low,0.24,Low attendance,No immediate action required
2037,4,65,11,1.0,-0.13,5.8,4,Improving,5,2,0.89,4.35,0.47,52.83,Medium,0.48,Frequent assignment delays,Monitor and provide academic support
2038,4,95,8,2.5,-0.7,3.9,8,Declining,0,4,0.8,4.55,0.412,51.48,Medium,0.61,"Frequent assignment delays, Negative sentiment, High stress",Monitor and provide academic support
2039,1,75,0,5.7,0.26,5.3,7,Improving,5,4,0.81,4.69,0.378,46.67,Medium,0.37,Low LMS activity,Monitor and provide academic support
2040,1,89,8,1.0,-0.5,5.4,1,Stable,3,3,0.37,3.77,0.171,46.09,Medium,0.37,"Low LMS activity, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
2041,5,54,3,0.6,0.82,7.0,3,Stable,7,0,0.38,4.64,0.124,32.55,Low,0.31,Low attendance,No immediate action required
2042,4,79,2,3.6,1.03,5.5,7,Declining,2,2,0.96,4.69,0.373,38.89,Low,0.41,Normal behaviour,No immediate action required
2043,4,90,14,6.0,0.12,6.4,3,Improving,2,2,0.53,5.5,0.229,43.23,Medium,0.39,Frequent assignment delays,Monitor and provide academic support
2044,0,87,10,1.7,-0.03,5.8,9,Improving,7,3,0.4,4.35,0.222,55.6,Medium,0.64,"Low LMS activity, Frequent assignment delays, High stress",Monitor and provide academic support
2045,4,76,7,4.6,-0.27,4.7,3,Improving,4,0,0.4,5.2,0.167,41.68,Medium,0.41,Normal behaviour,Monitor and provide academic support
2046,5,40,5,5.3,-0.08,7.4,5,Stable,9,1,0.79,5.56,0.368,46.63,Medium,0.39,Low attendance,Monitor and provide academic support
2047,3,88,13,4.7,-1.06,5.9,6,Declining,8,4,0.16,6.08,0.08,49.89,Medium,0.55,"Frequent assignment delays, Negative sentiment",Monitor and provide academic support
2048,6,89,2,5.1,0.18,6.3,2,Stable,0,3,0.25,5.49,0.058,23.15,Low,0.2,Normal behaviour,No immediate action required
2049,3,42,9,2.3,-0.36,6.6,5,Improving,9,0,0.72,4.42,0.411,57.15,Medium,0.66,"Low attendance, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
2050,1,85,9,3.8,-0.71,5.3,9,Improving,2,0,0.63,4.01,0.374,59.4,Medium,0.61,"Low LMS activity, Frequent assignment delays, Negative sentiment, High stress",Monitor and provide academic support
2051,1,47,7,5.9,0.13,5.5,6,Stable,9,1,0.83,4.69,0.489,58.92,Medium,0.56,"Low attendance, Low LMS activity",Monitor and provide academic support
2052,3,76,7,1.2,0.37,5.7,5,Stable,1,3,0.62,3.62,0.281,45.4,Medium,0.52,Normal behaviour,Monitor and provide academic support
2053,0,61,1,5.5,0.02,6.6,9,Improving,5,4,0.18,3.93,0.088,48.97,Medium,0.4,"Low LMS activity, High stress",Monitor and provide academic support
2054,6,92,6,2.1,0.36,6.3,3,Improving,1,1,0.76,5.18,0.244,32.06,Low,0.4,Normal behaviour,No immediate action required
2055,7,94,13,2.1,-0.63,8.9,1,Stable,2,2,0.51,5.74,0.172,33.81,Low,0.34,"Frequent assignment delays, Negative sentiment",No immediate action required
2056,2,61,1,4.2,0.0,5.9,9,Improving,2,3,0.19,3.67,0.087,45.84,Medium,0.51,"Low LMS activity, High stress",Monitor and provide academic support
2057,2,92,4,2.4,0.53,3.9,9,Declining,7,4,0.02,5.24,0.008,38.72,Low,0.36,"Low LMS activity, High stress",No immediate action required
2058,0,47,4,0.7,0.09,8.5,7,Stable,3,3,0.67,2.15,0.383,57.2,Medium,0.51,"Low attendance, Low LMS activity",Monitor and provide academic support
2059,5,87,13,3.4,0.39,7.7,7,Improving,6,2,0.3,5.99,0.118,39.25,Low,0.35,Frequent assignment delays,No immediate action required
2060,6,67,2,4.7,0.33,7.0,8,Stable,9,3,0.34,6.55,0.109,31.94,Low,0.31,High stress,No immediate action required
